onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	1	0	1	1	1
 11.038	2	1	1	0	1	1
 30.581	2	1	0	1	1	1
 38.624	2	0	1	0	1	1
 49.166	2	1	0	1	1	1
   60.7	2	1	1	0	1	1
 72.251	2	1	0	1	1	1
 80.295	2	1	1	0	1	1
 88.321	2	0	0	1	1	1
 96.365	2	1	1	0	1	1
112.896	2	1	0	1	1	1
122.445	2	1	1	0	1	1
135.501	2	0	0	1	2	1
148.541	2	0	1	0	2	1
160.589	2	1	1	1	2	2
170.138	2	1	0	0	2	2
190.673	2	1	1	1	2	2
200.222	2	1	0	0	2	2
208.265	2	0	0	0	2	2
218.808	2	1	1	1	2	2
 226.85	2	1	1	1	2	2
246.906	2	1	0	0	2	2
256.455	2	1	1	1	2	2
264.498	2	1	0	0	2	2
274.047	2	1	0	0	2	2
293.093	2	0	1	1	1	2
302.642	2	1	1	1	1	2
310.686	2	0	0	0	1	2
320.731	2	0	1	0	1	1
335.277	2	0	0	0	1	2
346.331	2	1	0	1	1	1
358.379	2	0	1	NaN	1	2
370.063	2	0	1	1	1	2
381.102	2	1	1	0	1	1
395.647	2	0	0	0	1	2
403.674	2	1	1	0	1	1
419.229	2	0	0	1	1	1
430.763	2	0	1	1	1	2
442.314	2	1	1	0	1	1
455.371	2	1	0	1	1	1
463.414	2	1	1	0	1	1
 473.46	2	1	0	1	1	1
483.009	2	1	0	1	1	1
492.558	2	1	1	0	1	1
505.614	2	1	1	0	1	1
518.654	2	1	0	1	2	1
530.702	2	0	1	0	2	1
540.234	2	0	1	0	2	1
552.281	2	1	1	1	2	2
563.832	2	0	0	0	2	2
573.381	2	1	1	1	2	2
581.425	2	1	0	0	2	2
591.983	2	0	1	1	2	2
600.026	2	1	0	0	2	2
613.579	2	1	0	0	2	2
629.631	2	1	1	1	2	2
637.658	2	1	1	1	2	2
647.207	2	1	0	0	2	2
666.253	2	0	0	0	1	2
675.802	2	0	1	1	1	2
683.845	2	1	1	0	1	1
 693.89	2	0	0	0	1	2
708.436	2	1	0	1	1	1
728.475	2	1	1	0	1	1
740.161	2	1	1	0	1	1
754.707	2	0	0	1	1	1
 762.75	2	1	0	1	1	1
770.794	2	1	1	0	1	1
781.336	2	0	1	0	1	1
801.374	2	0	0	0	1	2
809.418	2	1	1	0	1	1
817.445	2	1	0	1	1	1
825.488	2	0	0	1	2	1
835.533	2	0	1	0	2	1
845.082	2	1	1	1	2	2
854.631	2	1	0	0	2	2
867.688	2	0	1	1	2	2
880.728	2	1	0	0	2	2
892.775	2	1	0	0	2	2
902.324	2	1	1	1	2	2
914.355	2	1	1	1	2	2
925.906	2	1	1	1	2	2
935.455	2	1	0	0	2	2
943.499	2	1	1	1	2	2
959.054	2	1	0	0	2	2
972.607	2	1	1	1	1	2
982.156	2	0	1	1	1	2
996.685	2	1	0	0	1	2
1006.22	2	0	1	1	1	2
1025.26	2	1	0	1	1	1
1034.81	2	0	0	0	1	2
1042.84	2	0	1	0	1	1
1052.88	2	1	1	0	1	1
1067.43	2	1	0	1	1	1
1078.48	2	1	1	0	1	1
1090.53	2	1	1	0	1	1
1102.22	2	0	1	1	1	2
1113.26	2	1	0	1	1	1
 1127.8	2	0	1	0	1	1
1135.85	2	0	0	1	1	1
1143.89	2	0	1	1	1	2
1154.43	2	0	0	0	1	2
1165.96	2	0	0	NaN	1	2
 1182.5	2	0	1	1	1	2
1190.54	2	1	1	0	1	1
1198.58	2	1	0	1	1	1
1208.63	2	1	0	1	1	1
1218.18	2	1	1	0	1	1
1227.73	2	1	1	0	1	1
1240.78	2	1	0	1	1	1
1253.82	2	1	0	1	1	1
1272.37	2	1	1	0	1	1
1284.42	2	0	0	1	1	1
1295.97	2	1	1	0	1	1
1310.53	2	1	0	1	2	1
1321.08	2	0	1	0	2	1
1329.12	2	0	0	1	2	1
1342.67	2	1	1	1	2	2
1352.22	2	1	0	0	2	2
1361.77	2	1	1	1	2	2
1369.81	2	0	0	0	2	2
1379.36	2	1	1	1	2	2
1404.91	2	1	0	0	2	2
1412.95	2	1	1	1	2	2
1422.98	2	0	0	0	2	2
1437.53	2	1	1	1	2	2
1448.58	2	1	1	1	2	2
1460.63	2	0	0	0	1	2
