onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	1	0	0	2	2
 11.038	2	1	1	1	2	2
 25.601	2	1	1	1	2	2
 33.677	2	1	0	0	2	2
  41.77	2	1	0	0	2	2
 52.361	2	0	1	1	2	2
 63.929	2	1	1	1	2	2
  75.53	2	1	0	0	2	2
 83.606	2	1	0	0	2	2
 91.699	2	1	1	1	2	2
 99.775	2	1	0	0	2	2
109.837	2	1	1	1	2	2
119.403	2	0	1	1	1	2
128.968	2	0	0	NaN	1	2
142.042	2	0	1	1	1	2
164.115	2	1	0	1	1	1
182.715	2	1	1	NaN	1	2
200.801	2	0	1	0	1	1
208.861	2	1	1	0	1	1
 219.42	2	1	0	1	1	1
227.512	2	0	0	1	1	1
241.049	2	1	1	0	1	1
250.631	2	1	1	0	1	1
260.197	2	1	0	1	1	1
268.273	2	1	1	0	1	1
277.855	2	1	0	1	1	1
296.934	2	0	0	0	1	2
306.516	2	0	1	0	2	1
321.575	2	0	1	0	2	1
 336.17	2	1	1	1	2	2
347.258	2	0	1	1	2	2
359.338	2	1	0	0	2	2
371.089	2	1	1	1	2	2
382.144	2	1	0	0	2	2
396.723	2	1	1	1	2	2
404.799	2	0	0	0	2	2
412.892	2	1	0	0	2	2
423.483	2	1	1	1	2	2
435.067	2	1	1	1	2	2
451.648	2	0	0	0	1	2
459.741	2	0	0	0	1	2
467.834	2	1	1	1	1	2
477.913	2	1	1	0	1	1
487.495	2	1	0	1	1	1
497.077	2	0	0	1	1	1
 510.15	2	1	1	0	1	1
 523.19	2	1	0	1	1	1
 541.74	2	1	1	0	1	1
553.837	2	1	1	0	1	1
565.421	2	1	0	1	1	1
574.987	2	1	0	1	1	1
590.542	2	1	1	0	1	1
598.618	2	0	1	0	2	1
612.221	2	0	0	1	2	1
621.803	2	0	0	1	2	1
631.368	2	0	1	1	2	2
639.428	2	1	0	0	2	2
665.043	2	1	1	1	2	2
674.625	2	0	0	0	2	2
682.701	2	1	1	1	2	2
 692.78	2	1	0	0	2	2
707.359	2	1	1	1	2	2
718.446	2	1	0	0	2	2
730.494	2	1	1	1	2	2
742.244	2	1	1	1	2	2
764.798	2	0	1	1	1	2
772.841	2	0	1	1	1	2
780.884	2	0	0	0	1	2
791.426	2	0	0	1	1	1
 802.96	2	1	1	0	1	1
814.511	2	1	1	0	1	1
822.555	2	1	0	1	1	1
830.598	2	1	1	0	1	1
838.642	2	1	0	1	1	1
848.687	2	0	0	1	1	1
858.219	2	1	1	0	1	1
877.778	2	1	1	0	1	1
890.818	2	1	1	0	1	1
902.866	2	0	1	0	2	1
912.398	2	0	0	1	2	1
924.446	2	1	1	1	2	2
935.997	2	1	0	0	2	2
945.529	2	1	1	1	2	2
953.572	2	0	0	0	2	2
964.131	2	1	0	0	2	2
972.174	2	1	1	1	2	2
985.727	2	1	1	1	2	2
1001.78	2	0	0	0	2	2
1009.82	2	1	0	0	2	2
1019.35	2	1	1	1	2	2
 1038.4	2	1	1	1	1	2
1047.95	2	1	0	1	1	1
1055.99	2	0	0	0	1	2
1066.04	2	1	1	1	1	2
1080.58	2	0	0	0	1	2
1100.64	2	0	1	1	1	2
1112.39	2	1	1	0	1	1
1123.43	2	1	0	1	1	1
1137.97	2	1	0	1	1	1
1151.03	2	1	1	0	1	1
1161.55	2	1	1	0	1	1
1173.09	2	0	0	1	1	1
1184.64	2	1	0	1	1	1
1192.68	2	0	1	1	1	2
1200.73	2	1	0	1	1	1
1215.79	2	1	1	0	1	1
1225.33	2	1	0	1	1	1
1234.88	2	0	1	0	2	1
1247.94	2	0	0	1	2	1
1260.98	2	1	1	1	2	2
1273.03	2	0	0	0	2	2
1282.58	2	1	1	1	2	2
1294.62	2	1	0	0	2	2
1306.18	2	1	1	1	2	2
1315.71	2	1	1	1	2	2
1323.75	2	1	0	0	2	2
1334.31	2	0	0	0	2	2
1342.35	2	1	1	1	2	2
1355.91	2	1	1	1	2	2
1365.44	2	0	0	0	1	2
1374.99	2	0	0	0	1	2
1383.03	2	1	1	0	1	1
1392.56	2	1	0	1	1	1
1411.59	2	1	1	0	1	1
1421.14	2	1	1	0	1	1
1429.17	2	0	0	1	1	1
 1439.2	2	1	1	0	1	1
1461.75	2	1	0	1	1	1
