onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	0	1	2
 11.071	2	1	1	0	1	1
 25.634	2	1	1	0	1	1
  33.71	2	0	0	0	1	2
 41.803	2	1	0	1	1	1
 52.394	2	1	1	0	1	1
 63.945	2	1	1	0	1	1
 75.529	2	0	0	1	1	1
 83.589	2	1	0	1	1	1
 91.682	2	1	1	0	1	1
 99.758	2	1	0	1	1	1
 109.82	2	1	1	0	1	1
119.386	2	0	1	0	2	1
128.951	2	1	0	0	2	2
142.024	2	1	1	1	2	2
164.098	2	1	0	0	2	2
182.697	2	0	1	1	2	2
  200.8	2	1	1	0	2	1
208.877	2	0	1	0	2	1
219.451	2	0	0	1	2	1
227.544	2	0	0	1	2	1
241.097	2	1	1	1	2	2
250.663	2	1	1	1	2	2
260.228	2	0	0	0	2	2
268.272	2	1	1	1	2	2
277.854	2	1	0	0	2	2
296.933	2	1	0	0	2	2
306.515	2	1	1	1	2	2
 321.59	2	1	1	1	2	2
336.186	2	1	1	1	2	2
347.273	2	0	1	1	2	2
 359.37	2	1	0	1	1	1
371.104	2	0	1	1	1	2
382.159	2	1	0	1	1	1
396.721	2	1	1	0	1	1
404.797	2	0	0	0	1	2
 412.89	2	1	0	1	1	1
423.482	2	1	1	1	1	2
435.066	2	0	1	0	1	1
451.646	2	1	0	1	1	1
459.739	2	1	0	1	1	1
467.832	2	0	1	1	1	2
477.911	2	0	1	1	1	2
487.509	2	1	0	1	1	1
497.091	2	1	0	1	1	1
510.148	2	1	1	0	1	1
523.171	2	0	0	1	1	1
541.737	2	1	1	0	1	1
553.834	2	1	1	0	1	1
565.418	2	1	0	1	1	1
    575	2	0	0	1	2	1
590.555	2	1	1	1	2	2
598.632	2	1	1	1	2	2
612.234	2	1	0	0	2	2
621.833	2	1	0	0	2	2
631.398	2	0	1	1	2	2
639.491	2	0	0	1	2	1
665.089	2	0	1	0	2	1
674.671	2	0	0	1	2	1
682.748	2	1	1	1	2	2
 692.81	2	1	0	0	2	2
707.388	2	0	1	1	2	2
718.476	2	1	0	0	2	2
730.523	2	1	1	1	2	2
742.273	2	1	1	1	2	2
764.827	2	1	1	1	2	2
 772.87	2	1	1	1	2	2
780.914	2	1	0	0	2	2
791.455	2	0	0	0	2	2
 802.99	2	0	1	1	1	2
814.541	2	1	1	0	1	1
  822.6	2	1	0	1	1	1
830.644	2	1	1	0	1	1
838.687	2	1	0	1	1	1
848.732	2	0	0	0	1	2
858.281	2	1	1	0	1	1
 877.84	2	0	1	0	1	1
 890.88	2	1	1	1	1	2
902.927	2	0	1	1	1	2
912.476	2	1	0	1	1	1
924.524	2	1	1	1	1	2
936.075	2	0	0	0	1	2
945.624	2	0	1	1	1	2
953.667	2	0	0	0	1	2
964.225	2	0	0	0	1	2
972.268	2	1	1	0	1	1
985.821	2	1	1	0	1	1
1001.87	2	1	0	1	1	1
1009.92	2	1	0	1	1	1
1019.47	2	0	1	1	1	2
1038.51	2	0	1	1	1	2
1048.06	2	1	0	1	1	1
 1056.1	2	0	0	1	1	1
1066.15	2	1	1	0	1	1
1080.69	2	1	0	1	1	1
1100.75	2	1	1	0	1	1
 1112.5	2	0	1	0	1	1
1123.54	2	0	0	1	2	1
1138.08	2	1	0	0	2	2
1151.14	2	1	1	1	2	2
1161.68	2	1	1	1	2	2
1173.22	2	1	0	0	2	2
1184.75	2	1	0	0	2	2
1192.79	2	1	1	1	2	2
1200.84	2	0	0	1	2	1
 1215.9	2	1	1	1	2	2
1225.43	2	1	0	0	2	2
1234.98	2	0	1	1	2	2
1248.03	2	1	0	0	2	2
1261.07	2	1	1	1	2	2
1273.12	2	0	0	0	1	2
1282.65	2	0	1	1	1	2
 1294.7	2	1	0	1	1	1
1306.25	2	1	1	0	1	1
 1315.8	2	1	1	0	1	1
1323.84	2	1	0	0	1	2
 1334.4	2	0	0	1	1	1
1342.43	2	1	1	0	1	1
1355.98	2	1	1	0	1	1
1365.53	2	1	0	1	1	1
1375.08	2	0	0	0	1	2
1383.12	2	1	1	0	1	1
1392.67	2	1	0	1	1	1
1411.72	2	0	1	0	1	1
1421.27	2	0	1	0	2	1
1429.31	2	1	0	0	2	2
1439.35	2	1	1	1	2	2
1461.91	2	1	0	0	2	2
