onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	0	1	2
 11.071	2	0	1	1	1	2
 25.633	2	1	1	0	1	1
  33.71	2	1	0	1	1	1
 41.803	2	1	0	1	1	1
 52.394	2	1	1	0	1	1
 63.946	2	1	1	0	1	1
 75.529	2	0	0	1	1	1
 83.589	2	0	0	0	1	2
 91.682	2	1	1	1	1	2
 99.758	2	0	0	0	1	2
 109.82	2	0	1	NaN	1	2
119.369	2	0	1	1	1	2
128.951	2	1	0	1	1	1
142.041	2	1	1	0	1	1
164.115	2	1	0	1	1	1
182.697	2	1	1	0	1	1
200.784	2	1	1	0	1	1
 208.86	2	1	1	0	1	1
219.435	2	1	0	1	1	1
227.528	2	0	0	1	1	1
241.064	2	1	1	0	1	1
 250.63	2	1	1	0	1	1
260.212	2	0	0	1	2	1
268.272	2	0	1	0	2	1
277.854	2	1	0	NaN	2	1
296.917	2	0	0	0	2	2
306.499	2	1	1	1	2	2
321.574	2	0	1	NaN	2	1
336.169	2	1	1	1	2	2
347.257	2	1	1	1	2	2
359.354	2	1	0	0	2	2
371.104	2	1	1	1	2	2
382.175	2	1	0	0	2	2
396.738	2	0	1	1	2	2
404.814	2	1	0	0	2	2
412.907	2	1	0	0	2	2
423.498	2	1	1	1	2	2
435.082	2	0	1	1	1	2
451.663	2	0	0	0	1	2
459.756	2	0	0	0	1	2
467.849	2	0	1	NaN	1	2
477.911	2	1	1	0	1	1
487.493	2	0	0	1	1	1
497.092	2	1	0	1	1	1
510.165	2	1	1	0	1	1
523.205	2	1	0	1	1	1
541.754	2	1	1	0	1	1
553.851	2	0	1	1	1	2
565.435	2	1	0	1	1	1
575.018	2	0	0	1	1	1
590.572	2	0	1	NaN	1	2
598.632	2	0	1	1	1	2
612.235	2	1	0	0	1	2
621.834	2	0	0	0	1	2
631.416	2	1	1	1	1	2
639.476	2	1	0	1	1	1
665.074	2	0	1	1	1	2
674.672	2	0	0	0	1	2
682.732	2	1	1	0	1	1
 692.81	2	1	0	1	1	1
707.389	2	0	1	1	1	2
718.477	2	1	0	1	1	1
730.524	2	1	1	0	1	1
742.274	2	1	1	0	1	1
764.828	2	1	1	0	1	1
772.871	2	0	1	1	1	2
780.915	2	0	0	1	1	1
791.456	2	0	0	NaN	1	2
802.974	2	0	1	1	1	2
814.509	2	0	1	NaN	1	2
822.552	2	0	0	0	1	2
830.595	2	0	1	1	1	2
838.639	2	1	0	1	1	1
848.684	2	1	0	1	1	1
858.233	2	0	1	0	1	1
877.792	2	1	1	0	1	1
890.832	2	1	1	0	1	1
902.879	2	1	1	0	1	1
912.412	2	1	0	1	1	1
924.459	2	1	1	0	1	1
 936.01	2	1	0	1	1	1
945.559	2	0	1	0	1	1
953.586	2	0	0	1	2	1
964.144	2	1	0	0	2	2
972.187	2	1	1	0	2	1
 985.74	2	0	1	0	2	1
1001.79	2	0	0	1	2	1
1009.83	2	0	0	1	2	1
1019.38	2	1	1	1	2	2
1038.41	2	1	1	1	2	2
1047.96	2	1	0	0	2	2
1056.01	2	1	0	0	2	2
1066.05	2	0	1	1	2	2
 1080.6	2	1	0	0	2	2
1100.64	2	1	1	1	2	2
1112.39	2	1	1	1	2	2
1123.42	2	0	0	1	2	1
1137.97	2	1	0	0	2	2
1151.03	2	1	1	1	2	2
1161.57	2	0	1	1	1	2
 1173.1	2	1	0	0	1	2
1184.64	2	0	0	NaN	1	2
1192.66	2	0	1	1	1	2
1200.71	2	1	0	1	1	1
1215.76	2	0	1	0	1	1
1225.31	2	1	0	1	1	1
1234.86	2	1	1	0	1	1
1247.92	2	1	0	1	1	1
1260.96	2	0	1	NaN	1	2
1272.99	2	0	0	1	1	1
1282.54	2	1	1	0	1	1
1294.59	2	1	0	1	1	1
1306.14	2	1	1	0	1	1
1315.69	2	1	1	0	1	1
1323.73	2	1	0	0	2	2
1334.27	2	1	0	0	2	2
1342.31	2	1	1	0	2	1
1355.87	2	0	1	0	2	1
1365.42	2	0	0	1	2	1
1374.97	2	1	0	0	2	2
1383.01	2	1	1	1	2	2
1392.56	2	0	0	0	2	2
 1411.6	2	1	1	0	2	1
1421.15	2	1	1	1	2	2
 1429.2	2	1	0	0	2	2
1439.24	2	1	1	1	2	2
 1461.8	2	1	0	0	2	2
