onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	NaN	1	2
 11.038	2	1	1	0	1	1
 25.583	2	1	1	0	1	1
  33.61	2	1	0	1	1	1
 41.654	2	1	0	1	1	1
 52.196	2	1	1	0	1	1
  63.73	2	0	1	0	1	1
 75.281	2	1	0	1	1	1
 83.324	2	1	0	1	1	1
 91.367	2	1	1	0	1	1
 99.411	2	1	0	1	1	1
109.456	2	1	1	0	1	1
119.005	2	1	1	0	1	1
128.554	2	0	0	1	2	1
 141.61	2	0	1	0	2	1
163.651	2	1	0	0	2	2
182.201	2	0	1	1	2	2
200.254	2	1	1	1	2	2
208.281	2	1	1	1	2	2
218.823	2	0	0	0	2	2
226.866	2	1	0	NaN	2	1
240.402	2	1	1	1	2	2
249.951	2	1	1	1	2	2
  259.5	2	0	0	1	2	1
267.543	2	1	1	1	2	2
277.092	2	1	0	0	2	2
296.138	2	1	0	0	2	2
305.687	2	0	1	1	1	2
320.746	2	0	1	1	1	2
335.291	2	0	1	1	1	2
346.346	2	0	1	1	1	2
358.393	2	1	0	1	1	1
370.127	2	0	1	0	1	1
381.165	2	1	0	0	1	2
 395.71	2	0	1	1	1	2
403.754	2	0	0	0	1	2
411.797	2	0	0	0	1	2
422.339	2	1	1	0	1	1
433.873	2	1	1	0	1	1
450.421	2	1	0	1	1	1
458.464	2	1	0	1	1	1
466.508	2	0	1	0	1	1
476.553	2	1	1	0	1	1
486.102	2	1	0	1	1	1
495.651	2	1	0	1	1	1
508.707	2	1	1	0	1	1
521.747	2	1	0	1	1	1
540.297	2	0	1	0	2	1
552.344	2	0	1	0	2	1
563.895	2	0	0	1	2	1
573.444	2	0	0	0	2	2
588.982	2	1	1	1	2	2
597.009	2	1	1	1	2	2
610.562	2	0	0	NaN	2	1
620.094	2	1	0	0	2	2
629.627	2	1	1	1	2	2
637.654	2	1	0	0	2	2
663.218	2	1	1	1	2	2
672.767	2	0	0	1	2	1
680.811	2	1	1	1	2	2
690.856	2	1	0	1	2	1
705.402	2	0	1	1	2	2
716.456	2	1	0	0	2	2
728.504	2	0	1	1	1	2
740.221	2	1	1	NaN	1	2
762.743	2	1	1	0	1	1
770.785	2	0	1	0	1	1
778.829	2	1	0	1	1	1
 789.37	2	1	0	1	1	1
800.905	2	1	1	0	1	1
812.456	2	1	1	0	1	1
820.499	2	1	0	1	1	1
828.542	2	1	1	0	1	1
836.586	2	0	0	1	1	1
846.631	2	0	0	0	1	2
 856.18	2	0	1	1	1	2
875.739	2	1	1	0	1	1
888.779	2	0	1	0	2	1
900.826	2	0	1	0	2	1
910.375	2	1	0	0	2	2
922.422	2	1	1	1	2	2
933.973	2	0	0	1	2	1
943.522	2	1	1	1	2	2
951.565	2	1	0	0	2	2
962.108	2	0	0	0	2	2
 970.15	2	0	1	0	2	1
983.703	2	1	1	1	2	2
999.738	2	0	0	1	2	1
1007.78	2	0	0	NaN	2	1
1017.31	2	1	1	1	2	2
1036.36	2	1	1	1	2	2
1045.91	2	1	0	0	2	2
1053.95	2	0	0	1	2	1
   1064	2	1	1	1	2	2
1078.54	2	0	0	1	2	1
 1098.6	2	1	1	1	2	2
1110.33	2	0	1	1	2	2
1121.37	2	1	0	1	2	1
1135.91	2	0	0	1	2	1
1148.97	2	0	1	0	2	1
1159.51	2	0	1	0	2	1
1171.05	2	1	0	0	2	2
 1182.6	2	1	0	0	2	2
1190.64	2	1	1	1	2	2
1198.69	2	0	0	1	2	1
1213.74	2	0	1	1	2	2
1223.29	2	0	0	1	2	1
1232.84	2	1	1	0	2	1
 1245.9	2	0	0	1	2	1
1258.94	2	0	1	0	2	1
1270.99	2	0	0	1	2	1
1280.53	2	1	1	1	2	2
1292.58	2	1	0	1	2	1
1304.13	2	1	1	1	2	2
1313.68	2	1	1	1	2	2
1321.72	2	1	0	0	2	2
1332.27	2	1	0	0	2	2
1340.31	2	1	1	1	2	2
1353.86	2	1	1	1	2	2
1363.41	2	1	0	0	2	2
1372.96	2	0	0	1	2	1
   1381	2	0	1	1	2	2
1390.55	2	1	0	0	2	2
 1409.6	2	0	1	1	1	2
1419.15	2	1	1	0	1	1
1427.17	2	1	0	1	1	1
 1437.2	2	1	1	1	1	2
1459.76	2	0	0	0	1	2
