onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	1	0	1	1	1
 11.038	2	1	1	0	1	1
 30.581	2	1	0	1	1	1
 38.624	2	0	1	0	1	1
 49.166	2	1	0	1	1	1
   60.7	2	1	1	0	1	1
 72.234	2	1	0	1	1	1
 80.261	2	1	1	0	1	1
 88.304	2	0	0	1	1	1
 96.348	2	1	1	0	1	1
112.895	2	1	0	1	1	1
122.444	2	1	1	0	1	1
135.501	2	0	0	1	2	1
148.541	2	0	1	0	2	1
160.588	2	1	1	1	2	2
170.137	2	1	0	0	2	2
190.689	2	1	1	1	2	2
200.238	2	1	0	0	2	2
208.281	2	0	0	0	2	2
218.839	2	1	1	1	2	2
226.882	2	1	1	1	2	2
246.921	2	1	0	0	2	2
 256.47	2	1	1	1	2	2
264.497	2	1	0	0	2	2
274.029	2	1	0	0	2	2
293.075	2	0	1	1	1	2
302.624	2	1	1	1	1	2
310.667	2	0	0	0	1	2
320.713	2	0	1	1	1	2
335.258	2	0	0	1	1	1
346.313	2	1	0	1	1	1
 358.36	2	1	1	0	1	1
370.062	2	1	1	0	1	1
381.084	2	0	1	0	1	1
395.629	2	1	0	1	1	1
403.673	2	1	1	0	1	1
419.227	2	1	0	1	1	1
430.745	2	1	1	0	1	1
442.296	2	1	1	0	1	1
455.353	2	0	0	1	2	1
463.396	2	0	1	0	2	1
473.441	2	1	0	0	2	2
482.957	2	1	0	0	2	2
492.506	2	1	1	1	2	2
505.563	2	0	1	1	2	2
518.586	2	1	0	0	2	2
530.633	2	1	1	1	2	2
540.182	2	0	1	1	2	2
 552.23	2	1	1	1	2	2
563.781	2	1	0	0	2	2
573.313	2	1	1	1	2	2
581.356	2	0	0	0	1	2
591.898	2	1	1	0	1	1
599.941	2	1	0	1	1	1
613.494	2	0	0	0	1	2
629.546	2	1	1	0	1	1
637.589	2	1	1	0	1	1
647.121	2	1	0	1	1	1
666.167	2	1	0	0	1	2
675.716	2	1	1	0	1	1
683.759	2	0	1	0	1	1
693.805	2	1	0	1	1	1
 708.35	2	1	0	1	1	1
728.406	2	0	1	0	1	1
740.107	2	1	1	1	2	2
754.653	2	1	0	0	2	2
762.696	2	1	0	0	2	2
770.739	2	1	1	1	2	2
781.281	2	0	1	1	2	2
 801.32	2	1	0	0	2	2
809.363	2	1	1	1	2	2
817.406	2	1	0	0	2	2
825.433	2	1	0	0	2	2
835.478	2	1	1	1	2	2
845.027	2	1	1	1	2	2
 854.56	2	1	0	0	2	2
867.616	2	1	1	1	2	2
880.656	2	0	0	0	1	2
892.704	2	1	0	1	1	1
902.252	2	0	1	0	1	1
  914.3	2	1	1	0	1	1
925.851	2	1	1	0	1	1
935.383	2	1	0	1	1	1
943.426	2	1	1	0	1	1
958.981	2	1	0	1	1	1
972.518	2	0	1	0	1	1
982.067	2	0	1	0	1	1
996.612	2	0	0	0	1	2
1006.16	2	0	1	1	1	2
1025.21	2	1	0	1	1	1
1034.76	2	0	0	1	2	1
 1042.8	2	0	1	0	2	1
1052.85	2	0	1	0	2	1
1067.39	2	1	0	0	2	2
1078.45	2	1	1	1	2	2
1090.49	2	1	1	1	2	2
1102.19	2	1	1	1	2	2
1113.23	2	1	0	0	2	2
1127.78	2	1	1	1	2	2
1135.82	2	1	0	0	2	2
1143.86	2	0	1	1	2	2
1154.41	2	1	0	0	2	2
1165.94	2	1	0	0	2	2
1182.49	2	0	1	1	1	2
1190.53	2	1	1	0	1	1
1198.57	2	1	0	1	1	1
1208.62	2	0	0	1	1	1
1218.14	2	1	1	0	1	1
1227.68	2	1	1	0	1	1
1240.74	2	1	0	1	1	1
1253.78	2	0	0	1	1	1
1272.33	2	1	1	0	1	1
1284.36	2	1	0	1	1	1
1295.91	2	1	1	0	1	1
1310.47	2	0	0	1	2	1
1321.03	2	1	1	0	2	1
1329.08	2	0	0	1	2	1
1342.63	2	1	1	0	2	1
1352.16	2	0	0	1	2	1
1361.71	2	1	1	1	2	2
1369.75	2	1	0	0	2	2
 1379.3	2	1	1	1	2	2
1404.85	2	1	0	0	2	2
1412.89	2	1	1	1	2	2
1422.94	2	1	0	0	2	2
1437.49	2	1	1	1	2	2
1448.54	2	0	1	1	2	2
1460.59	2	1	0	0	2	2
