onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	1	2	1
 11.038	2	1	1	1	2	2
 25.583	2	1	1	1	2	2
 33.627	2	1	0	0	2	2
  41.67	2	1	0	0	2	2
 52.212	2	1	1	1	2	2
  63.73	2	0	1	1	2	2
 75.281	2	1	0	0	2	2
 83.324	2	1	0	0	2	2
 91.367	2	1	1	1	2	2
 99.411	2	1	0	0	2	2
109.456	2	1	1	1	2	2
119.005	2	0	1	1	1	2
128.538	2	1	0	1	1	1
141.594	2	1	1	0	1	1
163.635	2	0	0	1	1	1
182.168	2	1	1	0	1	1
200.221	2	1	1	0	1	1
208.264	2	0	1	0	1	1
218.823	2	1	0	1	1	1
226.866	2	1	0	1	1	1
240.419	2	1	1	0	1	1
249.968	2	1	1	0	1	1
259.517	2	1	0	1	1	1
267.561	2	0	1	1	1	2
 277.11	2	1	0	1	2	1
296.155	2	0	0	1	2	1
305.704	2	0	1	0	2	1
320.763	2	1	1	1	2	2
335.309	2	0	1	1	2	2
346.363	2	1	1	1	2	2
 358.41	2	1	0	0	2	2
370.145	2	1	1	1	2	2
381.183	2	1	0	0	2	2
395.729	2	0	1	1	2	2
403.772	2	1	0	0	2	2
411.816	2	0	0	1	2	1
422.357	2	1	1	1	2	2
433.892	2	0	1	0	2	1
450.439	2	0	0	1	2	1
458.483	2	1	0	0	2	2
466.526	2	1	1	1	2	2
476.571	2	1	1	1	2	2
486.121	2	0	0	0	2	2
 495.67	2	1	0	1	2	1
508.726	2	0	1	0	2	1
521.766	2	0	0	1	2	1
540.316	2	0	1	0	2	1
552.363	2	1	1	1	2	2
563.914	2	1	0	0	2	2
573.463	2	1	0	0	2	2
589.018	2	0	1	0	2	1
597.062	2	1	1	1	2	2
610.614	2	1	0	0	2	2
620.163	2	1	0	0	2	2
629.696	2	1	1	1	2	2
637.739	2	0	0	0	2	2
663.287	2	1	1	1	2	2
672.836	2	1	0	0	2	2
 680.88	2	0	1	1	1	2
690.925	2	0	0	0	1	2
705.471	2	0	1	0	1	1
716.525	2	0	0	0	1	2
728.573	2	1	1	0	1	1
740.307	2	0	1	1	1	2
762.861	2	1	1	0	1	1
770.904	2	1	1	0	1	1
778.948	2	1	0	1	1	1
789.489	2	1	0	1	1	1
801.024	2	1	1	1	1	2
812.575	2	1	1	0	1	1
820.618	2	0	0	1	1	1
828.661	2	1	1	0	1	1
836.705	2	1	0	1	1	1
 846.75	2	1	0	1	1	1
856.282	2	0	1	0	2	1
875.841	2	1	1	0	2	1
888.881	2	0	1	0	2	1
900.929	2	1	1	1	2	2
910.461	2	1	0	0	2	2
922.508	2	0	1	1	2	2
934.059	2	1	0	0	2	2
943.608	2	1	1	1	2	2
951.652	2	1	0	0	2	2
 962.21	2	1	0	0	2	2
970.253	2	1	1	1	2	2
983.806	2	1	1	1	2	2
999.858	2	0	0	1	2	1
 1007.9	2	0	0	0	2	2
1017.45	2	1	1	0	1	1
 1036.5	2	0	1	1	1	2
1046.03	2	1	0	1	1	1
1054.07	2	1	0	1	1	1
1064.12	2	0	1	0	1	1
1078.66	2	1	0	1	1	1
1098.72	2	1	1	0	1	1
1110.45	2	1	1	0	1	1
1121.49	2	1	0	1	1	1
1136.04	2	1	0	1	1	1
1149.09	2	1	1	0	1	1
1159.63	2	1	1	0	1	1
1171.17	2	1	0	1	1	1
1182.72	2	0	0	1	2	1
1190.75	2	0	1	0	2	1
1198.79	2	0	0	0	2	2
1213.85	2	1	1	1	2	2
 1223.4	2	1	0	0	2	2
1232.95	2	1	1	1	2	2
   1246	2	1	0	0	2	2
1259.04	2	1	1	1	2	2
1271.09	2	0	0	0	2	2
1280.62	2	1	1	1	2	2
1292.65	2	1	0	0	2	2
 1304.2	2	1	1	1	2	2
1313.75	2	0	1	1	1	2
 1321.8	2	0	0	0	1	2
1332.36	2	1	0	1	1	1
 1340.4	2	1	1	0	1	1
1353.93	2	0	1	0	1	1
1363.48	2	1	0	1	1	1
1373.03	2	0	0	0	1	2
1381.08	2	1	1	0	1	1
1390.61	2	1	0	1	1	1
1409.65	2	1	1	0	1	1
 1419.2	2	1	1	0	1	1
1427.25	2	1	0	1	1	1
1437.29	2	0	1	0	1	1
1459.85	2	0	0	1	2	1
