onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	1	0	1	1	1
 11.071	2	1	1	0	1	1
 30.647	2	1	0	1	1	1
  38.74	2	0	1	0	1	1
 49.315	2	1	0	1	1	1
 60.866	2	1	1	0	1	1
 72.433	2	1	0	1	1	1
  80.51	2	1	1	0	1	1
 88.587	2	0	0	1	1	1
 96.679	2	1	1	0	1	1
113.243	2	1	0	1	1	1
122.825	2	1	1	0	1	1
135.899	2	0	0	1	2	1
148.972	2	0	1	0	2	1
161.036	2	1	1	1	2	2
170.585	2	1	0	0	2	2
191.186	2	1	1	1	2	2
200.752	2	0	0	1	2	1
208.845	2	1	0	0	2	2
219.436	2	0	1	1	2	2
227.496	2	1	1	1	2	2
247.584	2	1	0	1	2	1
 257.15	2	1	1	1	2	2
265.226	2	1	0	0	2	2
274.808	2	1	0	0	2	2
293.888	2	1	1	1	2	2
 303.47	2	0	1	1	1	2
311.563	2	0	0	0	1	2
321.641	2	1	1	0	1	1
336.236	2	0	0	1	1	1
347.308	2	1	0	1	1	1
359.405	2	1	1	0	1	1
371.106	2	1	1	0	1	1
382.194	2	0	1	0	1	1
396.773	2	1	0	1	1	1
404.816	2	1	1	0	1	1
420.421	2	1	0	1	1	1
431.988	2	1	1	0	1	1
443.556	2	0	1	0	2	1
456.646	2	0	0	1	2	1
464.722	2	1	1	1	2	2
474.817	2	1	0	0	2	2
484.366	2	1	0	0	2	2
493.932	2	1	1	1	2	2
507.021	2	0	1	1	2	2
520.095	2	1	0	0	2	2
532.158	2	1	1	1	2	2
541.757	2	0	1	1	2	2
553.821	2	1	1	1	2	2
565.405	2	1	0	0	2	2
574.987	2	0	1	1	1	2
583.064	2	0	0	0	1	2
593.638	2	1	1	0	1	1
601.698	2	1	0	1	1	1
615.284	2	1	0	1	1	1
631.352	2	1	1	0	1	1
639.396	2	1	1	0	1	1
648.945	2	1	0	1	1	1
668.024	2	1	0	1	1	1
677.589	2	0	1	0	1	1
685.666	2	1	1	0	1	1
695.744	2	1	0	1	1	1
 710.34	2	1	0	1	2	1
730.395	2	0	1	0	2	1
742.112	2	0	1	0	2	1
756.641	2	0	0	0	2	2
764.685	2	0	0	NaN	2	1
772.728	2	1	1	1	2	2
 783.27	2	1	1	1	2	2
803.308	2	1	0	0	2	2
811.352	2	1	1	1	2	2
819.395	2	0	0	0	2	2
827.438	2	1	0	0	2	2
837.484	2	1	1	1	2	2
847.016	2	1	1	1	2	2
856.565	2	1	0	0	2	2
869.622	2	0	1	1	1	2
882.662	2	0	0	0	1	2
894.709	2	1	0	1	1	1
904.258	2	1	1	0	1	1
916.306	2	1	1	0	1	1
927.857	2	1	1	0	1	1
937.406	2	1	0	1	1	1
945.449	2	0	1	0	1	1
961.004	2	1	0	1	1	1
974.557	2	1	1	0	1	1
984.106	2	1	1	0	1	1
998.652	2	1	0	1	1	1
 1008.2	2	0	1	0	2	1
1027.25	2	0	0	1	2	1
 1036.8	2	1	0	0	2	2
1044.84	2	0	1	1	2	2
1054.88	2	0	1	1	2	2
1069.43	2	1	0	0	2	2
1080.48	2	1	1	1	2	2
1092.53	2	0	1	NaN	2	1
1104.22	2	1	1	1	2	2
1115.25	2	1	0	0	2	2
 1129.8	2	1	1	1	2	2
1137.83	2	1	0	0	2	2
1145.87	2	1	1	1	2	2
1156.41	2	1	0	0	2	2
1167.95	2	1	0	0	1	2
1184.49	2	0	1	1	1	2
1192.54	2	1	1	1	1	2
1200.58	2	0	0	0	1	2
1210.63	2	0	0	0	1	2
1220.18	2	0	1	0	1	1
1229.72	2	1	1	0	1	1
1242.78	2	1	0	1	1	1
 1255.8	2	1	0	1	1	1
1274.35	2	1	1	0	1	1
 1286.4	2	0	0	1	1	1
1297.95	2	1	1	0	1	1
1312.52	2	1	0	1	1	1
1323.07	2	1	1	0	1	1
1331.12	2	0	0	1	1	1
1344.67	2	0	1	0	2	1
1354.22	2	1	0	0	2	2
1363.77	2	1	1	1	2	2
1371.81	2	1	0	0	2	2
1381.34	2	1	1	1	2	2
1406.89	2	1	0	0	2	2
1414.94	2	1	1	1	2	2
1424.98	2	1	0	0	2	2
1439.53	2	1	1	1	2	2
1450.58	2	1	1	1	2	2
1462.63	2	1	0	0	2	2
