onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	NaN	1	2
 11.055	2	0	1	NaN	1	2
 25.601	2	0	1	NaN	1	2
 33.661	2	1	0	0	1	2
 41.754	2	1	0	1	1	1
 52.345	2	1	1	0	1	1
 63.879	2	0	1	1	1	2
 75.463	2	0	0	0	1	2
 83.524	2	1	0	1	1	1
 91.617	2	0	1	NaN	1	2
 99.693	2	1	0	1	1	1
109.755	2	1	1	0	1	1
 119.32	2	0	1	0	1	1
128.902	2	1	0	1	1	1
141.992	2	1	1	0	1	1
164.066	2	1	0	1	1	1
182.682	2	0	1	NaN	1	2
200.801	2	0	1	1	1	2
208.894	2	1	1	0	1	1
219.469	2	1	0	0	1	2
227.545	2	1	0	1	1	1
241.098	2	1	1	0	1	1
250.664	2	0	1	0	2	1
260.246	2	0	0	1	2	1
268.322	2	1	1	1	2	2
277.904	2	0	0	0	2	2
296.983	2	1	0	0	2	2
306.549	2	1	1	1	2	2
321.624	2	0	1	1	2	2
336.219	2	1	1	1	2	2
347.307	2	1	1	1	2	2
359.404	2	1	0	0	2	2
371.154	2	1	1	1	2	2
382.225	2	1	0	0	2	2
396.804	2	1	1	1	2	2
 404.88	2	0	0	0	1	2
412.973	2	0	0	0	1	2
423.565	2	0	1	0	1	1
435.149	2	0	1	1	1	2
451.729	2	1	0	1	1	1
459.822	2	1	0	1	1	1
467.915	2	1	1	0	1	1
477.994	2	1	1	0	1	1
487.592	2	0	0	1	1	1
497.191	2	1	0	1	1	1
510.264	2	1	1	0	1	1
523.304	2	1	0	1	1	1
541.854	2	0	1	NaN	1	2
553.934	2	1	1	0	1	1
565.518	2	0	0	1	2	1
575.084	2	0	0	1	2	1
590.639	2	1	1	1	2	2
598.715	2	0	1	1	2	2
612.318	2	1	0	0	2	2
  621.9	2	1	0	0	2	2
631.465	2	1	1	1	2	2
639.542	2	1	0	0	2	2
665.123	2	1	1	1	2	2
674.722	2	1	0	0	2	2
682.798	2	1	1	1	2	2
692.877	2	0	0	0	2	2
707.439	2	1	1	1	1	2
718.543	2	0	0	0	1	2
730.574	2	1	1	1	1	2
742.325	2	0	1	1	1	2
764.878	2	0	1	1	1	2
772.922	2	1	1	0	1	1
780.965	2	1	0	1	1	1
791.507	2	0	0	0	1	2
803.041	2	0	1	0	1	1
814.592	2	1	1	0	1	1
822.635	2	1	0	1	1	1
830.679	2	1	1	0	1	1
838.722	2	1	0	1	1	1
848.767	2	1	0	1	1	1
  858.3	2	1	1	0	1	1
877.859	2	0	1	0	1	1
890.882	2	0	1	0	2	1
 902.93	2	1	1	1	2	2
912.478	2	1	0	0	2	2
924.526	2	1	1	1	2	2
936.077	2	1	0	0	2	2
945.609	2	1	1	1	2	2
953.653	2	0	0	0	2	2
964.211	2	1	0	0	2	2
972.254	2	1	1	1	2	2
985.807	2	1	1	1	2	2
1001.84	2	1	0	0	2	2
1009.88	2	1	0	0	2	2
1019.43	2	1	1	1	2	2
1038.48	2	0	1	1	1	2
1048.03	2	0	0	0	1	2
1056.07	2	0	0	1	1	1
1066.12	2	0	1	1	1	2
1080.66	2	1	0	1	1	1
1100.72	2	1	1	0	1	1
1112.45	2	1	1	0	1	1
1123.49	2	0	0	0	1	2
1138.04	2	0	0	1	1	1
1151.09	2	0	1	1	1	2
1161.63	2	1	1	0	1	1
1173.17	2	0	0	NaN	1	2
 1184.7	2	1	0	1	1	1
1192.75	2	1	1	1	1	2
1200.79	2	1	0	1	1	1
1215.85	2	1	1	0	1	1
 1225.4	2	1	0	1	1	1
1234.95	2	1	1	0	1	1
   1248	2	1	0	1	1	1
1261.04	2	1	1	0	1	1
1273.09	2	0	0	1	1	1
1282.64	2	0	1	0	2	1
1294.69	2	1	0	0	2	2
1306.24	2	0	1	0	2	1
1315.77	2	1	1	1	2	2
1323.81	2	1	0	0	2	2
1334.36	2	1	0	0	2	2
 1342.4	2	1	1	1	2	2
1355.95	2	0	1	1	2	2
 1365.5	2	1	0	0	2	2
1375.05	2	1	0	0	2	2
1383.09	2	1	1	1	2	2
1392.64	2	1	0	0	2	2
1411.69	2	1	1	1	2	2
1421.24	2	0	1	0	1	1
1429.28	2	0	0	NaN	1	2
1439.31	2	0	1	1	1	2
1461.86	2	0	0	0	1	2
