onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	0	1	2
 11.038	2	1	1	0	1	1
 25.584	2	1	1	0	1	1
 33.627	2	1	0	1	1	1
 41.671	2	1	0	1	1	1
 52.213	2	1	1	0	1	1
 63.747	2	0	1	0	1	1
 75.298	2	0	0	0	1	2
 83.341	2	0	0	0	1	2
 91.385	2	1	1	1	1	2
 99.428	2	0	0	0	1	2
109.473	2	1	1	0	1	1
119.022	2	0	1	1	1	2
128.571	2	1	0	1	1	1
141.628	2	1	1	0	1	1
163.669	2	1	0	1	1	1
182.218	2	1	1	0	1	1
200.272	2	1	1	0	1	1
208.315	2	1	1	0	1	1
218.873	2	0	0	1	1	1
226.917	2	1	0	1	1	1
 240.47	2	1	1	0	1	1
250.019	2	0	1	0	2	1
259.568	2	0	0	0	2	2
267.611	2	0	1	0	2	1
277.144	2	1	0	0	2	2
 296.19	2	1	0	0	2	2
305.739	2	0	1	0	2	1
320.781	2	1	1	1	2	2
335.326	2	1	1	1	2	2
346.381	2	1	1	1	2	2
358.428	2	1	0	0	2	2
370.163	2	0	1	1	2	2
381.201	2	1	0	1	2	1
395.747	2	0	1	0	2	1
 403.79	2	1	0	0	2	2
411.833	2	0	0	1	2	1
422.359	2	0	1	0	2	1
433.893	2	1	1	1	2	2
450.441	2	1	0	0	2	2
458.485	2	1	0	0	2	2
466.528	2	0	1	1	2	2
476.573	2	1	1	1	2	2
486.122	2	1	0	0	2	2
495.671	2	1	0	0	2	2
508.727	2	1	1	1	2	2
521.768	2	1	0	0	2	2
540.317	2	0	1	1	1	2
552.365	2	0	1	1	1	2
563.916	2	0	0	1	1	1
573.448	2	1	0	1	1	1
589.003	2	1	1	0	1	1
597.046	2	1	1	0	1	1
610.583	2	1	0	1	1	1
620.132	2	1	0	1	1	1
629.681	2	1	1	0	1	1
637.724	2	1	0	1	1	1
663.289	2	0	1	0	1	1
672.822	2	0	0	0	1	2
680.865	2	0	1	1	1	2
 690.91	2	0	0	0	1	2
705.456	2	1	1	1	1	2
716.511	2	0	0	0	1	2
728.558	2	1	1	1	1	2
740.292	2	1	1	0	1	1
762.845	2	1	1	0	1	1
770.889	2	0	1	1	1	2
778.932	2	0	0	1	1	1
789.474	2	1	0	1	1	1
801.008	2	1	1	0	1	1
812.543	2	1	1	0	1	1
820.586	2	1	0	1	1	1
828.629	2	1	1	0	1	1
836.673	2	1	0	1	1	1
846.718	2	0	0	1	1	1
856.267	2	0	1	0	2	1
875.826	2	1	1	1	2	2
888.866	2	1	1	1	2	2
900.914	2	1	1	1	2	2
910.463	2	1	0	0	2	2
 922.51	2	0	1	0	2	1
934.061	2	1	0	0	2	2
943.593	2	0	1	1	2	2
951.637	2	1	0	0	2	2
962.179	2	1	0	0	2	2
970.222	2	1	1	1	2	2
983.775	2	1	1	1	2	2
999.826	2	0	0	0	1	2
1007.87	2	0	0	0	1	2
1017.42	2	1	1	0	1	1
1036.46	2	1	1	0	1	1
1046.01	2	0	0	1	1	1
1054.06	2	1	0	1	1	1
 1064.1	2	1	1	0	1	1
1078.65	2	1	0	1	1	1
 1098.7	2	0	1	0	1	1
1110.44	2	1	1	0	1	1
1121.47	2	1	0	1	1	1
1136.02	2	1	0	1	1	1
1149.08	2	0	1	0	2	1
1159.62	2	0	1	0	2	1
1171.15	2	1	0	0	2	2
 1182.7	2	1	0	0	2	2
1190.75	2	1	1	1	2	2
1198.77	2	1	0	0	2	2
1213.83	2	0	1	0	2	1
1223.38	2	1	0	0	2	2
1232.93	2	0	1	1	2	2
1245.97	2	0	0	1	2	1
1259.01	2	0	1	0	2	1
1271.06	2	1	0	1	2	1
1280.61	2	1	1	1	2	2
1292.65	2	0	0	1	2	1
1304.21	2	1	1	1	2	2
1313.75	2	1	1	1	2	2
 1321.8	2	0	0	1	2	1
1332.34	2	1	0	0	2	2
1340.38	2	1	1	1	2	2
1353.94	2	0	1	1	2	2
1363.49	2	0	0	1	2	1
1373.03	2	1	0	0	2	2
1381.08	2	0	1	0	2	1
1390.63	2	1	0	0	2	2
1409.67	2	0	1	0	2	1
1419.22	2	1	1	1	2	2
1427.26	2	1	0	0	2	2
1437.31	2	1	1	1	2	2
1459.85	2	1	0	1	2	1
