onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	NaN	1	2
 11.021	2	0	1	1	1	2
 25.567	2	0	1	1	1	2
  33.61	2	1	0	1	1	1
 41.653	2	1	0	1	1	1
 52.195	2	1	1	0	1	1
 63.729	2	1	1	0	1	1
  75.28	2	1	0	0	1	2
 83.324	2	0	0	0	1	2
 91.367	2	1	1	0	1	1
  99.41	2	0	0	1	1	1
109.456	2	0	1	1	1	2
118.988	2	0	1	1	1	2
 128.52	2	1	0	1	1	1
 141.56	2	1	1	0	1	1
163.601	2	1	0	1	1	1
182.134	2	0	1	1	1	2
200.187	2	0	1	NaN	1	2
208.214	2	1	1	0	1	1
218.772	2	1	0	1	1	1
226.816	2	1	0	1	1	1
240.369	2	1	1	0	1	1
249.918	2	0	1	0	1	1
259.467	2	1	0	0	1	2
 267.51	2	0	1	1	1	2
277.059	2	1	0	1	1	1
296.105	2	0	0	0	1	2
305.654	2	1	1	0	1	1
320.712	2	0	1	0	1	1
335.258	2	0	1	1	1	2
346.312	2	1	1	0	1	1
 358.36	2	1	0	1	1	1
370.094	2	1	1	0	1	1
381.132	2	1	0	1	1	1
395.678	2	1	1	0	1	1
403.721	2	0	0	0	1	2
411.764	2	1	0	1	1	1
 422.29	2	0	1	NaN	1	2
433.824	2	0	1	1	1	2
450.372	2	0	0	1	1	1
458.415	2	0	0	0	1	2
466.458	2	0	1	1	1	2
476.504	2	1	1	0	1	1
486.052	2	1	0	1	1	1
495.601	2	1	0	1	1	1
508.658	2	1	1	0	1	1
521.698	2	0	0	1	1	1
540.248	2	1	1	1	1	2
552.295	2	0	1	1	1	2
563.846	2	1	0	1	1	1
573.395	2	1	0	1	1	1
 588.95	2	1	1	0	1	1
596.993	2	1	1	0	1	1
610.529	2	1	0	NaN	1	2
620.062	2	1	0	1	1	1
629.611	2	0	1	0	2	1
637.654	2	0	0	0	2	2
663.203	2	1	1	1	2	2
672.751	2	1	0	0	2	2
680.795	2	1	1	1	2	2
 690.84	2	1	0	0	2	2
705.386	2	1	1	1	2	2
 716.44	2	1	0	0	2	2
728.487	2	1	1	1	2	2
740.205	2	0	1	1	2	2
762.759	2	0	1	0	2	1
770.802	2	0	1	0	2	1
778.845	2	1	0	0	2	2
789.371	2	0	0	0	1	2
800.888	2	0	1	1	1	2
812.439	2	1	1	0	1	1
820.483	2	0	0	1	1	1
828.526	2	1	1	0	1	1
836.553	2	1	0	1	1	1
846.582	2	1	0	1	1	1
 856.13	2	1	1	0	1	1
875.689	2	1	1	0	1	1
888.729	2	1	1	0	1	1
900.777	2	0	1	0	1	1
910.326	2	0	0	0	1	2
922.373	2	0	1	1	1	2
933.924	2	0	0	0	1	2
943.473	2	1	1	0	1	1
951.516	2	1	0	1	1	1
962.074	2	1	0	1	1	1
970.101	2	1	1	0	1	1
983.654	2	1	1	0	1	1
999.705	2	0	0	1	1	1
1007.75	2	0	0	NaN	1	2
1017.28	2	0	1	NaN	1	2
1036.31	2	1	1	1	1	2
1045.86	2	0	0	0	1	2
 1053.9	2	0	0	0	1	2
1063.95	2	1	1	0	1	1
1078.49	2	1	0	1	1	1
1098.55	2	1	1	0	1	1
1110.28	2	1	1	0	1	1
1121.32	2	1	0	1	1	1
1135.87	2	0	0	NaN	1	2
1148.91	2	1	1	0	1	1
1159.45	2	0	1	0	1	1
1170.98	2	0	0	0	1	2
1182.53	2	0	0	0	1	2
1190.58	2	1	1	NaN	1	2
 1198.6	2	0	0	0	1	2
1213.66	2	0	1	1	1	2
1223.21	2	1	0	1	1	1
1232.76	2	1	1	0	1	1
1245.82	2	1	0	1	1	1
1258.86	2	0	1	0	1	1
 1270.9	2	0	0	0	1	2
1280.45	2	1	1	1	1	2
 1292.5	2	0	0	0	1	2
1304.05	2	0	1	1	1	2
 1313.6	2	1	1	1	1	2
1321.64	2	0	0	0	1	2
 1332.2	2	1	0	1	1	1
1340.24	2	1	1	0	1	1
 1353.8	2	1	1	0	1	1
1363.35	2	1	0	1	1	1
 1372.9	2	0	0	0	1	2
1380.94	2	1	1	0	1	1
1390.49	2	0	0	0	1	2
1409.53	2	0	1	1	1	2
1419.08	2	0	1	1	1	2
1427.13	2	0	0	NaN	1	2
1437.17	2	1	1	0	1	1
1459.73	2	1	0	1	1	1
