onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	1	0	1	1	1
 11.038	2	1	1	0	1	1
 25.583	2	1	1	0	1	1
 33.627	2	1	0	1	1	1
  41.67	2	1	0	1	1	1
 52.212	2	0	1	0	1	1
 63.746	2	1	1	0	1	1
 75.297	2	0	0	0	1	2
 83.324	2	1	0	1	1	1
 91.367	2	1	1	0	1	1
  99.41	2	1	0	1	1	1
109.456	2	1	1	0	1	1
119.005	2	1	1	1	2	2
128.554	2	0	0	1	2	1
 141.61	2	1	1	1	2	2
163.651	2	0	0	1	2	1
  182.2	2	0	1	1	2	2
200.237	2	1	1	1	2	2
 208.28	2	1	1	1	2	2
218.823	2	1	0	1	2	1
226.865	2	0	0	0	2	2
240.418	2	1	1	1	2	2
249.951	2	1	1	1	2	2
  259.5	2	0	0	1	2	1
267.543	2	0	1	0	2	1
277.092	2	1	0	0	2	2
296.121	2	1	0	0	2	2
305.654	2	1	1	1	2	2
320.712	2	1	1	1	2	2
335.258	2	0	1	1	2	2
346.313	2	0	1	0	2	1
 358.36	2	0	0	1	2	1
370.094	2	0	1	0	2	1
381.132	2	1	0	0	2	2
395.678	2	1	1	1	2	2
403.722	2	1	0	0	2	2
411.765	2	1	0	0	2	2
422.306	2	0	1	1	2	2
433.841	2	1	1	1	2	2
450.388	2	1	0	0	2	2
458.415	2	1	0	0	2	2
466.459	2	1	1	1	2	2
476.504	2	1	1	1	2	2
486.053	2	1	0	0	1	2
495.602	2	0	0	0	1	2
508.658	2	0	1	1	1	2
521.698	2	0	0	0	1	2
540.248	2	0	1	0	1	1
552.295	2	1	1	0	1	1
563.846	2	0	0	0	1	2
573.395	2	0	0	NaN	1	2
588.934	2	1	1	0	1	1
596.977	2	1	1	0	1	1
610.513	2	1	0	1	1	1
620.062	2	0	0	0	1	2
629.611	2	0	1	1	1	2
637.654	2	1	0	1	1	1
663.219	2	1	1	0	1	1
672.768	2	1	0	1	1	1
680.812	2	0	1	0	1	1
690.857	2	0	0	0	1	2
705.403	2	1	1	1	1	2
716.457	2	0	0	0	1	2
728.504	2	1	1	1	1	2
740.222	2	0	1	1	1	2
762.775	2	0	1	1	1	2
770.819	2	1	1	0	1	1
778.862	2	1	0	1	1	1
789.404	2	0	0	1	1	1
800.938	2	1	1	0	1	1
812.489	2	1	1	0	1	1
820.532	2	0	0	0	1	2
828.576	2	1	1	0	1	1
836.619	2	1	0	1	1	1
846.664	2	1	0	1	1	1
856.213	2	1	1	0	1	1
875.756	2	0	1	0	1	1
888.796	2	0	1	0	2	1
900.826	2	1	1	1	2	2
910.375	2	1	0	0	2	2
922.423	2	1	1	1	2	2
933.974	2	1	0	0	2	2
943.522	2	1	1	1	2	2
951.566	2	0	0	0	2	2
962.124	2	1	0	0	2	2
970.167	2	1	1	1	2	2
 983.72	2	1	1	1	2	2
999.772	2	1	0	0	2	2
1007.81	2	1	0	0	2	2
1017.36	2	0	1	1	1	2
1036.41	2	0	1	1	1	2
1045.96	2	0	0	0	1	2
   1054	2	1	0	1	1	1
1064.05	2	0	1	0	1	1
1078.59	2	0	0	0	1	2
1098.65	2	1	1	0	1	1
1110.38	2	1	1	0	1	1
 1121.4	2	1	0	1	1	1
1135.95	2	0	0	1	1	1
1149.01	2	1	1	0	1	1
1159.55	2	1	1	0	1	1
1171.08	2	0	0	0	1	2
1182.63	2	1	0	1	1	1
1190.68	2	1	1	0	1	1
1198.72	2	0	0	1	2	1
1213.78	2	1	1	0	2	1
1223.33	2	0	0	1	2	1
1232.88	2	0	1	0	2	1
1245.93	2	1	0	0	2	2
1258.97	2	1	1	1	2	2
1271.02	2	1	0	0	2	2
1280.55	2	1	1	1	2	2
 1292.6	2	0	0	0	2	2
1304.15	2	1	1	1	2	2
 1313.7	2	1	1	1	2	2
1321.74	2	0	0	1	2	1
1332.28	2	0	0	1	2	1
1340.33	2	1	1	1	2	2
1353.88	2	1	1	1	2	2
1363.43	2	1	0	0	2	2
1372.98	2	0	0	1	1	1
1381.02	2	0	1	1	1	2
1390.57	2	1	0	1	1	1
1409.62	2	1	1	0	1	1
1419.16	2	1	1	0	1	1
1427.21	2	1	0	1	1	1
1437.25	2	1	1	1	1	2
1459.81	2	1	0	1	1	1
