onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	1	2	1
 11.071	2	1	1	1	2	2
 30.663	2	1	0	0	2	2
 38.756	2	1	1	1	2	2
 49.331	2	0	0	0	2	2
 60.898	2	1	1	1	2	2
 72.449	2	1	0	0	2	2
 80.509	2	1	1	1	2	2
 88.586	2	1	0	0	2	2
 96.695	2	0	1	0	2	1
113.276	2	0	0	0	2	2
122.825	2	1	1	1	2	2
135.898	2	0	0	0	1	2
148.988	2	1	1	1	1	2
161.052	2	0	1	1	1	2
170.617	2	1	0	1	1	1
191.185	2	1	1	0	1	1
200.751	2	1	0	1	1	1
208.844	2	1	0	1	1	1
219.435	2	1	1	0	1	1
227.512	2	1	1	0	1	1
  247.6	2	0	0	1	1	1
257.166	2	1	1	0	1	1
265.242	2	1	0	1	1	1
274.824	2	1	0	1	1	1
293.903	2	0	1	0	2	1
303.485	2	1	1	1	2	2
311.562	2	1	0	0	2	2
 321.64	2	1	1	1	2	2
336.235	2	0	0	0	2	2
347.323	2	1	0	0	2	2
 359.42	2	1	1	1	2	2
371.136	2	0	1	0	2	1
382.224	2	0	1	0	2	1
396.803	2	1	0	0	2	2
404.846	2	0	1	1	2	2
420.417	2	1	0	0	2	2
431.985	2	1	1	1	2	2
443.552	2	0	1	1	1	2
456.626	2	1	0	1	1	1
464.702	2	1	1	0	1	1
474.781	2	1	0	1	1	1
484.329	2	1	0	1	1	1
493.895	2	1	1	0	1	1
506.952	2	1	1	0	1	1
520.025	2	0	0	1	1	1
532.088	2	1	1	0	1	1
541.687	2	1	1	0	1	1
553.751	2	0	1	0	1	1
565.335	2	1	0	1	1	1
574.934	2	0	1	0	2	1
 583.01	2	1	0	0	2	2
593.585	2	1	1	1	2	2
601.645	2	1	0	0	2	2
615.231	2	1	0	0	2	2
631.282	2	1	1	1	2	2
639.342	2	1	1	0	2	1
648.907	2	1	0	0	2	2
667.987	2	0	0	1	2	1
677.552	2	1	1	1	2	2
685.645	2	1	1	1	2	2
695.724	2	0	0	0	2	2
710.319	2	0	0	1	2	1
730.374	2	1	1	1	2	2
742.091	2	1	1	1	2	2
756.637	2	0	0	0	2	2
 764.68	2	0	0	1	2	1
772.723	2	1	1	1	2	2
783.265	2	1	1	1	2	2
803.304	2	1	0	0	2	2
811.347	2	1	1	1	2	2
 819.39	2	0	0	1	1	1
827.417	2	0	0	0	1	2
837.446	2	1	1	0	1	1
846.995	2	1	1	0	1	1
856.544	2	1	0	1	1	1
869.601	2	1	1	0	1	1
882.641	2	1	0	1	1	1
894.688	2	1	0	1	1	1
 904.22	2	1	1	0	1	1
916.268	2	1	1	0	1	1
927.819	2	1	1	0	1	1
937.368	2	0	0	1	1	1
945.411	2	1	1	0	1	1
960.966	2	0	0	1	2	1
974.519	2	1	1	1	2	2
984.068	2	1	1	1	2	2
998.614	2	1	0	0	2	2
1008.16	2	1	1	1	2	2
1027.21	2	0	0	0	2	2
1036.76	2	0	0	0	2	2
 1044.8	2	1	1	1	2	2
1054.85	2	1	1	1	2	2
1069.39	2	1	0	0	2	2
1080.45	2	1	1	1	2	2
1092.49	2	1	1	1	2	2
1104.21	2	0	1	1	1	2
1115.25	2	0	0	0	1	2
1129.79	2	0	1	1	1	2
1137.84	2	1	0	1	1	1
1145.88	2	1	1	0	1	1
1156.42	2	1	0	1	1	1
1167.96	2	0	0	1	1	1
1184.51	2	1	1	0	1	1
1192.55	2	1	1	0	1	1
1200.59	2	1	0	1	1	1
1210.64	2	1	0	0	1	2
1220.19	2	1	1	0	1	1
1229.74	2	0	1	0	1	1
1242.79	2	1	0	1	1	1
1255.83	2	0	0	1	2	1
1274.38	2	1	1	1	2	2
1286.43	2	1	0	0	2	2
1297.98	2	0	1	1	2	2
1312.54	2	1	0	0	2	2
1323.08	2	1	1	1	2	2
1331.13	2	1	0	0	2	2
1344.68	2	1	1	1	2	2
1354.23	2	1	0	0	2	2
1363.78	2	1	1	1	2	2
1371.82	2	1	0	0	2	2
1381.37	2	1	1	1	1	2
1406.92	2	0	0	0	1	2
1414.96	2	0	1	1	1	2
1425.01	2	1	0	1	1	1
1439.55	2	1	1	0	1	1
1450.61	2	1	1	0	1	1
1462.65	2	0	0	0	1	2
