onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	1	0	0	2	2
 11.071	2	1	1	1	2	2
 30.663	2	1	0	0	2	2
 38.756	2	0	1	0	2	1
 49.314	2	0	0	0	2	2
 60.866	2	0	1	NaN	2	1
 72.433	2	0	0	1	2	1
 80.509	2	1	1	1	2	2
 88.586	2	1	0	0	2	2
 96.695	2	1	1	1	2	2
113.259	2	1	0	0	2	2
122.825	2	0	1	1	2	2
135.898	2	1	0	1	2	1
148.988	2	0	1	0	2	1
161.052	2	1	1	1	2	2
170.617	2	1	0	0	2	2
191.185	2	1	1	1	2	2
200.751	2	1	0	0	2	2
208.844	2	1	0	0	2	2
219.435	2	0	1	1	1	2
227.512	2	1	1	0	1	1
  247.6	2	1	0	1	1	1
257.166	2	0	1	0	1	1
265.226	2	1	0	1	1	1
274.808	2	1	0	1	1	1
293.887	2	1	1	0	1	1
303.485	2	1	1	0	1	1
311.578	2	1	0	1	1	1
321.657	2	1	1	0	1	1
336.252	2	0	0	1	1	1
 347.34	2	1	0	1	1	1
359.437	2	1	1	0	1	1
371.154	2	0	1	0	2	1
382.242	2	0	1	0	2	1
396.821	2	1	0	0	2	2
404.864	2	0	1	1	2	2
420.469	2	1	0	0	2	2
432.036	2	1	1	1	2	2
443.604	2	1	1	1	2	2
456.677	2	1	0	0	2	2
464.753	2	1	1	1	2	2
474.848	2	1	0	0	2	2
484.397	2	1	0	0	2	2
493.963	2	1	1	1	2	2
507.053	2	0	1	1	1	2
520.126	2	0	0	0	1	2
532.206	2	0	1	0	1	1
541.805	2	1	1	1	1	2
553.885	2	0	1	1	1	2
565.469	2	0	0	0	1	2
575.051	2	1	1	0	1	1
583.128	2	1	0	1	1	1
593.702	2	0	1	0	1	1
601.762	2	1	0	1	1	1
615.365	2	1	0	1	1	1
631.433	2	1	1	0	1	1
639.493	2	1	1	0	1	1
649.075	2	1	0	1	1	1
 668.17	2	1	0	1	1	1
677.736	2	1	1	0	1	1
685.829	2	0	1	0	2	1
695.907	2	0	0	1	2	1
710.503	2	1	0	0	2	2
730.558	2	1	1	1	2	2
742.276	2	0	1	1	2	2
756.822	2	1	0	0	2	2
764.866	2	1	0	0	2	2
772.909	2	0	1	1	2	2
783.451	2	1	1	1	2	2
803.489	2	1	0	0	2	2
811.533	2	1	1	1	2	2
819.576	2	1	0	0	2	2
827.619	2	0	0	0	1	2
837.665	2	0	1	1	1	2
847.197	2	0	1	0	1	1
856.746	2	0	0	0	1	2
869.803	2	1	1	0	1	1
882.843	2	1	0	1	1	1
 894.89	2	1	0	1	1	1
904.439	2	1	1	0	1	1
916.486	2	1	1	0	1	1
928.037	2	1	1	0	1	1
937.586	2	1	0	1	1	1
945.613	2	1	1	0	1	1
961.168	2	1	0	1	1	1
974.721	2	0	1	0	2	1
984.253	2	1	1	0	2	1
998.799	2	0	0	1	2	1
1008.35	2	1	1	0	2	1
1027.39	2	0	0	1	2	1
1036.94	2	0	0	1	2	1
1044.99	2	0	1	1	2	2
1055.01	2	1	1	1	2	2
1069.54	2	1	0	0	2	2
 1080.6	2	1	1	1	2	2
1092.65	2	1	1	1	2	2
1104.36	2	1	1	1	2	2
 1115.4	2	0	0	0	2	2
1129.95	2	0	1	1	2	2
1137.99	2	1	0	0	2	2
1146.03	2	1	1	1	2	2
1156.57	2	0	0	0	1	2
1168.11	2	0	0	0	1	2
1184.66	2	1	1	0	1	1
1192.68	2	1	1	0	1	1
1200.73	2	1	0	1	1	1
1210.77	2	1	0	1	1	1
1220.32	2	1	1	0	1	1
1229.87	2	1	1	0	1	1
1242.93	2	0	0	1	1	1
1255.97	2	1	0	1	1	1
1274.52	2	1	1	0	1	1
1286.56	2	1	0	1	1	1
1298.11	2	1	1	0	1	1
1312.68	2	0	0	1	2	1
1323.23	2	0	1	0	2	1
1331.28	2	0	0	1	2	1
1344.83	2	0	1	1	2	2
1354.36	2	1	0	0	2	2
1363.91	2	1	1	1	2	2
1371.96	2	1	0	0	2	2
 1381.5	2	1	1	0	2	1
1407.05	2	0	0	1	2	1
 1415.1	2	0	1	0	2	1
1425.14	2	0	0	0	2	2
1439.69	2	1	1	1	2	2
1450.74	2	1	1	1	2	2
1462.79	2	1	0	0	2	2
