onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	0	0	1	2	1
 11.054	2	0	1	0	2	1
 30.646	2	1	0	0	2	2
 38.739	2	1	1	1	2	2
 49.281	2	1	0	0	2	2
 60.849	2	0	1	NaN	2	1
   72.4	2	1	0	1	2	1
 80.476	2	0	1	1	2	2
 88.536	2	1	0	0	2	2
 96.629	2	0	1	NaN	2	1
 113.21	2	1	0	0	2	2
122.775	2	0	1	0	2	1
135.848	2	0	0	1	2	1
148.921	2	0	1	0	2	1
160.985	2	1	1	1	2	2
170.551	2	0	0	NaN	2	1
191.119	2	1	1	1	2	2
200.701	2	0	0	0	2	2
208.794	2	1	0	0	2	2
219.385	2	1	1	1	2	2
227.429	2	0	1	0	2	1
247.517	2	1	0	1	2	1
257.083	2	1	1	1	2	2
265.142	2	1	0	0	2	2
274.725	2	0	0	1	2	1
293.804	2	0	1	0	2	1
303.386	2	1	1	1	2	2
311.462	2	1	0	0	2	2
321.557	2	0	1	0	2	1
336.136	2	0	0	1	2	1
347.224	2	1	0	0	2	2
359.321	2	0	1	1	2	2
371.037	2	1	1	1	2	2
382.125	2	1	1	1	2	2
396.704	2	1	0	0	2	2
404.747	2	1	1	1	2	2
420.335	2	0	0	1	2	1
431.902	2	1	1	1	2	2
 443.47	2	1	1	1	2	2
456.543	2	0	0	0	2	2
464.603	2	1	1	1	2	2
474.698	2	1	0	1	1	1
 484.23	2	1	0	1	1	1
493.779	2	0	1	1	1	2
506.869	2	0	1	1	1	2
519.942	2	0	0	NaN	1	2
 531.99	2	1	1	1	1	2
541.588	2	0	1	1	1	2
553.652	2	1	1	1	1	2
 565.22	2	0	0	0	1	2
574.785	2	0	1	1	1	2
582.861	2	0	0	1	1	1
593.436	2	1	1	0	1	1
601.496	2	0	0	0	1	2
615.066	2	0	0	NaN	1	2
631.134	2	0	1	1	1	2
639.193	2	0	1	1	1	2
648.742	2	0	0	0	1	2
667.821	2	1	0	1	1	1
677.387	2	1	1	0	1	1
 685.48	2	1	1	1	1	2
695.558	2	0	0	0	1	2
710.154	2	1	0	1	1	1
730.209	2	1	1	0	1	1
741.926	2	1	1	0	1	1
756.472	2	1	0	1	1	1
764.515	2	0	0	0	1	2
772.558	2	0	1	1	1	2
783.084	2	1	1	0	1	1
803.122	2	0	0	1	1	1
811.166	2	1	1	0	1	1
819.209	2	1	0	1	1	1
827.236	2	0	0	1	1	1
837.265	2	1	1	0	1	1
846.814	2	0	1	0	2	1
856.346	2	0	0	1	2	1
869.386	2	1	1	1	2	2
882.426	2	1	0	0	2	2
894.473	2	1	0	0	2	2
904.022	2	1	1	1	2	2
916.053	2	1	1	1	2	2
927.604	2	1	1	1	2	2
937.153	2	1	0	0	2	2
945.196	2	1	1	1	2	2
960.751	2	0	0	1	2	1
974.304	2	0	1	1	2	2
983.853	2	1	1	0	2	1
998.399	2	0	0	1	2	1
1007.93	2	0	1	0	2	1
1026.98	2	0	0	1	2	1
1036.53	2	0	0	1	2	1
1044.57	2	0	1	0	2	1
1054.61	2	0	1	NaN	2	1
1069.14	2	1	0	0	2	2
 1080.2	2	1	1	0	2	1
1092.25	2	0	1	0	2	1
1103.96	2	1	1	1	2	2
   1115	2	0	0	0	2	2
1129.55	2	1	1	1	2	2
1137.59	2	1	0	0	2	2
1145.63	2	1	1	1	2	2
1156.17	2	1	0	0	2	2
1167.71	2	0	0	NaN	2	1
1184.24	2	0	1	1	2	2
1192.28	2	0	1	NaN	2	1
1200.31	2	1	0	0	2	2
1210.36	2	1	0	1	2	1
 1219.9	2	0	1	0	2	1
1229.45	2	0	1	0	2	1
1242.51	2	1	0	1	2	1
1255.55	2	0	0	1	2	1
 1274.1	2	0	1	0	2	1
1286.15	2	0	0	NaN	2	1
1297.68	2	1	1	1	2	2
1312.24	2	0	0	1	2	1
 1322.8	2	1	1	1	2	2
1330.83	2	1	0	0	2	2
1344.36	2	0	1	NaN	2	1
 1353.9	2	0	0	1	2	1
1363.45	2	0	1	0	2	1
1371.49	2	1	0	0	2	2
1381.04	2	1	1	1	2	2
1406.59	2	1	0	0	2	2
1414.63	2	0	1	0	2	1
1424.68	2	0	0	1	2	1
1439.22	2	1	1	1	2	2
1450.28	2	1	1	1	2	2
1462.32	2	0	0	0	2	2
